,user_id,trajets,billettique_type,billettique_end_date,billettique_tickets_left,centres d'intérêts,lieux favoris,km de marche dans les 90 derniers jours,PMR,intérêt événements,it_associée
434,435,"[['Bobigny', 'République', 'Métro 5', '21:00'], [""Porte d'Orléans"", 'Luxembourg', 'Bus 38', '18:30']]",Navigo Semaine,2024-11-25,,"['Sport', 'Randonnée et nature']","[[48.822480680402855, 2.3178927296055556], [48.89945256436782, 2.4080175898484266]]",132.35250631429577,False,3,[]
435,436,"[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '6:30'], ['Robinson', 'Denfert-Rochereau', 'RER B', '11:00']]",Navigo Semaine,2024-11-25,,"['Sport', 'Lecture']","[[48.87256454112987, 2.296926813027883], [48.85348898807217, 2.385699648479021]]",107.39629449930217,False,3,[]
436,437,"[['Châtelet', 'La Défense', 'RER A', '7:00'], ['Marne-la-Vallée', 'Châtelet', 'RER A', '15:30']]",Navigo Mois,2024-12-01,,"['Cinéma', 'Sport']","[[48.81673327651494, 2.4026860211910352], [48.82012158334667, 2.317605737268322]]",58.24310497072421,False,2,[]
437,438,"[['Montparnasse', 'Trocadéro', 'Métro 6', '9:30'], ['Châtelet', 'Marne-la-Vallée', 'RER A', '11:00']]",Navigo Semaine,2024-11-25,,"['Cuisine', 'Sport']","[[48.82314272909999, 2.303608503484355], [48.892749665962185, 2.288770191163884]]",29.620318126681795,False,2,[]
438,439,"[['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '19:00'], [""Musée d'Orsay"", ""Gare d'Austerlitz"", 'RER C', '13:30']]",Ticket t+,,1.0,"['Voyages', 'Jeux vidéo']","[[48.86258482722613, 2.325873095457373], [48.85411267528155, 2.3069717999073194]]",31.25669179220988,False,2,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
439,440,"[['Mairie de Montrouge', 'Barbès', 'Métro 4', '10:00'], ['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '6:30']]",Ticket t+,,0.0,"['Musique', 'Cuisine']","[[48.87146563244867, 2.3091347133074205], [48.86493049990158, 2.3401631968411225]]",30.1993573539803,False,3,[]
440,441,"[[""Musée d'Orsay"", ""Gare d'Austerlitz"", 'RER C', '8:00'], ['Nation', 'Porte Dauphine', 'Métro 2', '18:30']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Cinéma']","[[48.83124670543859, 2.2646516623146997], [48.81457466881559, 2.368186116701812]]",44.67407708710781,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
441,442,"[['Invalides', 'Bastille', 'Métro 8', '14:30'], ['Concorde', 'Champs-Elysées', 'Métro 1', '7:30']]",Ticket t+,,3.0,"['Sport', 'Musique']","[[48.86848284045124, 2.407468180660462], [48.81708193567252, 2.3669023903317172]]",80.45289533819765,True,1,[]
442,443,"[['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '21:30'], [""Place d'Italie"", 'Bobigny', 'Métro 5', '19:00']]",Navigo Semaine,2024-11-25,,"['Cinéma', 'Voyages']","[[48.891583793301436, 2.33052014885801], [48.875193222052985, 2.402802389291338]]",5.044357181829906,True,3,[]
443,444,"[['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '20:30'], ['Châtelet', ""Porte d'Orléans"", 'Bus 38', '9:00']]",Ticket t+,,3.0,"['Jeux vidéo', 'Cuisine']","[[48.84723720946476, 2.345525361084144], [48.859599689037886, 2.3039936908914993]]",60.75011277876785,False,5,[]
444,445,"[['Bastille', 'La Défense', 'Métro 1', '16:30'], ['République', 'Pont de Sèvres', 'Métro 9', '10:30']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Cinéma']","[[48.899564771698294, 2.3577713747856524], [48.84431025805934, 2.298699989909886]]",80.47679274047836,False,1,[]
445,446,"[['République', 'Pont de Levallois', 'Métro 3', '16:00'], ['Boulogne', 'Odéon', 'Métro 10', '22:30']]",Ticket t+,,1.0,"['Sport', 'Jeux vidéo']","[[48.85114881872449, 2.271249402516185], [48.883442721824125, 2.2601723273088346]]",74.6724096258724,False,4,[]
446,447,"[['Invalides', 'Balard', 'Métro 8', '12:30'], ['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '18:00']]",Navigo Mois,2024-12-01,,"['Voyages', 'Jeux vidéo']","[[48.810627805177646, 2.322169847951534], [48.887776674342604, 2.400385707474096]]",126.32219059824143,True,4,[]
447,448,"[['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '16:00'], ['Châtelet', 'Luxembourg', 'Bus 38', '10:00']]",Ticket t+,,1.0,"['Lecture', 'Sport']","[[48.87440158927543, 2.289672105096244], [48.895810242016736, 2.3485656708924556]]",67.08739084026399,False,1,[]
448,449,"[['Nation', 'Charles de Gaulle - Étoile', 'RER A', '19:00'], ['Opéra', 'Bastille', 'Métro 8', '16:30']]",Navigo Mois,2024-12-01,,"['Musique', 'Voyages']","[[48.85491822907435, 2.271883972973168], [48.89311229124908, 2.418952715279404]]",49.62526710027873,False,1,[]
449,450,"[['Balard', 'Invalides', 'Métro 8', '22:30'], ['Opéra', ""Gare de l'Est"", 'Métro 7', '9:30']]",Ticket t+,,1.0,"['Musique', 'Art et artisanat']","[[48.866131370650244, 2.3362552099374336], [48.816654147291004, 2.251784046810497]]",5.0,False,1,[]
450,451,"[['La Motte-Picquet', 'Boulogne', 'Métro 10', '8:00'], ['Châtelet', 'Porte de Clignancourt', 'Métro 4', '18:30']]",Ticket t+,,2.0,"['Voyages', 'Art et artisanat']","[[48.82571804216943, 2.4054314921754494], [48.86095205071507, 2.3076871485114987]]",132.03130686294983,False,1,[]
451,452,"[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '20:00'], [""Place d'Italie"", 'Villejuif', 'Métro 7', '7:00']]",Ticket t+,,0.0,"['Sport', 'Jeux vidéo']","[[48.82026161145489, 2.4165506524480778], [48.8910873954, 2.2962831556779877]]",107.52335821585888,False,2,[]
452,453,"[['Montparnasse', 'Nation', 'Métro 6', '20:30'], ['Champs-Elysées', 'Nation', 'Métro 1', '9:00']]",Navigo Semaine,2024-11-25,,"['Sport', 'Cinéma']","[[48.88992470275137, 2.3272919612238754], [48.85481945488696, 2.3922022278214925]]",62.60215894844543,False,5,[]
453,454,"[['Invalides', 'Bastille', 'Métro 8', '11:00'], ['Nation', 'Montparnasse', 'Métro 6', '10:30']]",Navigo Mois,2024-12-01,,"['Lecture', 'Jeux vidéo']","[[48.88407896868735, 2.4045963503574015], [48.836337577458266, 2.3145841195447203]]",80.6818978098824,False,2,[]
454,455,"[['République', ""Chaussée d'Antin"", 'Métro 9', '11:00'], ['Opéra', 'Villejuif', 'Métro 7', '20:00']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Sport']","[[48.84720917411988, 2.3469505644006396], [48.814115008819826, 2.326772287573382]]",26.789764448195847,False,4,[]
455,456,"[['Villejuif', 'La Courneuve', 'Métro 7', '22:30'], [""Place d'Italie"", 'Opéra', 'Métro 7', '20:30']]",Ticket t+,,0.0,"['Art et artisanat', 'Musique']","[[48.8395377852265, 2.2588565822793836], [48.89894653355543, 2.267342851704758]]",132.6265750619903,False,1,[]
456,457,"[['Denfert-Rochereau', 'Gare du Nord', 'RER B', '19:30'], ['Odéon', 'Boulogne', 'Métro 10', '10:30']]",Navigo Mois,2024-12-01,,"['Cinéma', 'Randonnée et nature']","[[48.86399023618806, 2.2531667825424644], [48.85434412891832, 2.3041431233349376]]",40.66591014442222,False,3,[]
457,458,"[['Mairie de Montrouge', 'Porte de Clignancourt', 'Métro 4', '12:30'], ['Barbès', 'Montparnasse', 'Métro 4', '6:00']]",Navigo Mois,2024-12-01,,"['Randonnée et nature', 'Art et artisanat']","[[48.897912099190066, 2.396267800975505], [48.88192884464028, 2.4065223272680227]]",128.2436637211315,False,4,[]
458,459,"[['République', 'Bobigny', 'Métro 5', '5:00'], [""Place d'Italie"", 'République', 'Métro 5', '14:30']]",Ticket t+,,3.0,"['Art et artisanat', 'Voyages']","[[48.84331005971474, 2.2511774725445255], [48.855730050437586, 2.251430486578695]]",32.834537092110985,True,3,[]
459,460,"[['Opéra', 'Bastille', 'Métro 8', '16:30'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '14:00']]",Navigo Semaine,2024-11-25,,"['Musique', 'Voyages']","[[48.88031929665788, 2.3887323268066956], [48.86825491116921, 2.345432604701062]]",78.36291425521526,True,4,[]
460,461,"[['Charles de Gaulle - Étoile', 'Nation', 'RER A', '10:30'], ['Invalides', 'Balard', 'Métro 8', '9:00']]",Ticket t+,,0.0,"['Jeux vidéo', 'Musique']","[[48.82866306166812, 2.3853478484447], [48.828818489547686, 2.32589457015756]]",5.0,False,2,[]
461,462,"[['Gare du Nord', 'Robinson', 'RER B', '14:30'], ['Mairie de Montreuil', ""Chaussée d'Antin"", 'Métro 9', '14:00']]",Navigo Semaine,2024-11-25,,"['Randonnée et nature', 'Cinéma']","[[48.894116259964704, 2.300230776505681], [48.850559631486405, 2.3993170329186375]]",81.8742774373889,False,2,[]
462,463,"[['Saint-Lazare', 'Gambetta', 'Métro 3', '11:30'], ['Nation', 'Marne-la-Vallée', 'RER A', '15:00']]",Navigo Semaine,2024-11-25,,"['Sport', 'Jeux vidéo']","[[48.81280654576182, 2.3651877130845573], [48.83886636306624, 2.2626034375654855]]",26.378609269540043,False,4,[]
463,464,"[['Trocadéro', 'République', 'Métro 9', '10:00'], [""Musée d'Orsay"", 'Versailles', 'RER C', '21:00']]",Navigo Semaine,2024-11-25,,"['Musique', 'Sport']","[[48.84025633920178, 2.3389912244778595], [48.815880476601386, 2.3438634679297103]]",107.52621833926804,False,4,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
464,465,"[['Créteil', 'Balard', 'Métro 8', '5:00'], ['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '13:00']]",Ticket t+,,0.0,"['Voyages', 'Sport']","[[48.898413730761796, 2.3862753613407652], [48.85939964589656, 2.376485231179849]]",138.72313450231695,False,3,[]
465,466,"[['Robinson', 'Gare du Nord', 'RER B', '13:30'], ['Invalides', 'Opéra', 'Métro 8', '21:00']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Lecture']","[[48.82826250684995, 2.4138226094031356], [48.86793748211282, 2.312309853748471]]",135.33923707812468,False,2,[]
466,467,"[['Barbès', 'Mairie de Montrouge', 'Métro 4', '8:30'], ['Gambetta', 'Saint-Lazare', 'Métro 3', '10:00']]",Ticket t+,,2.0,"['Musique', 'Technologie et gadgets']","[[48.82633080795285, 2.396553179260322], [48.85461349835435, 2.404470709965405]]",93.97823681143934,False,4,[]
467,468,"[[""Musée d'Orsay"", 'Versailles', 'RER C', '14:30'], ['Gare du Nord', 'Robinson', 'RER B', '22:00']]",Navigo Semaine,2024-11-25,,"['Randonnée et nature', 'Cinéma']","[[48.85002973843856, 2.3865313331207636], [48.87380538461393, 2.4123616031934136]]",23.62223034703726,False,5,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
468,469,"[['Aéroport CDG', 'Robinson', 'RER B', '15:30'], [""Porte d'Orléans"", 'Gare du Nord', 'Bus 38', '17:00']]",Navigo Mois,2024-12-01,,"['Lecture', 'Jeux vidéo']","[[48.87640055789425, 2.2606604747514356], [48.82043420873747, 2.3508365593663325]]",87.85745853270794,False,4,[]
469,470,"[['Bastille', 'La Défense', 'Métro 1', '5:00'], ['Invalides', 'Balard', 'Métro 8', '11:00']]",Ticket t+,,0.0,"['Voyages', 'Lecture']","[[48.885714063486766, 2.4069824547178014], [48.88666616784694, 2.3032654990234334]]",54.88159876072622,False,4,[]
470,471,"[['Bobigny', 'Bastille', 'Métro 5', '12:00'], ['Balard', 'Créteil', 'Métro 8', '20:30']]",Ticket t+,,0.0,"['Sport', 'Cinéma']","[[48.85077032688472, 2.3187477317496983], [48.84966046325997, 2.313965169510841]]",47.585517310913616,False,3,[]
471,472,"[['Opéra', 'Villejuif', 'Métro 7', '18:00'], ['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '15:00']]",Ticket t+,,0.0,"['Voyages', 'Jeux vidéo']","[[48.85773061284461, 2.3059027359077877], [48.840330997041576, 2.268796486179227]]",135.33196865875604,False,4,[]
472,473,"[['Charles de Gaulle - Étoile', 'Nation', 'RER A', '15:30'], ['Montparnasse', 'Trocadéro', 'Métro 6', '12:00']]",Navigo Semaine,2024-11-25,,"['Cinéma', 'Sport']","[[48.84867799469847, 2.3674489595822017], [48.81440301126645, 2.2730326530457927]]",46.14713739402109,False,2,[]
473,474,"[['Châtelet', 'Marne-la-Vallée', 'RER A', '16:00'], ['La Courneuve', 'Villejuif', 'Métro 7', '13:00']]",Navigo Mois,2024-12-01,,"['Musique', 'Sport']","[[48.82850040170189, 2.350335933871359], [48.82022170366359, 2.3942468408080386]]",105.56826767300144,False,3,[]
474,475,"[['Villejuif', 'Opéra', 'Métro 7', '5:30'], ['Créteil', 'Invalides', 'Métro 8', '17:00']]",Navigo Mois,2024-12-01,,"['Jeux vidéo', 'Cinéma']","[[48.87867912327453, 2.255458452046763], [48.884186457396474, 2.373442785257216]]",73.5750111290102,False,4,[]
475,476,"[['Bastille', 'Gare du Nord', 'Métro 5', '5:30'], ['Porte Dauphine', 'Nation', 'Métro 2', '6:30']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Randonnée et nature']","[[48.83351914321388, 2.269602229902675], [48.81379748650611, 2.2956157380398037]]",60.843758811449106,False,5,[]
476,477,"[['Villejuif', 'Opéra', 'Métro 7', '8:30'], ['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '19:30']]",Navigo Mois,2024-12-01,,"['Sport', 'Cuisine']","[[48.84581726718195, 2.342727732435522], [48.87519436468505, 2.2507012009620597]]",80.60867468459453,False,2,[]
477,478,"[['Gare du Nord', 'Bastille', 'Métro 5', '16:30'], ['Invalides', 'Versailles', 'RER C', '11:30']]",Navigo Semaine,2024-11-25,,"['Musique', 'Cinéma']","[[48.899149689745386, 2.4045989470176794], [48.89440535166063, 2.258954385988769]]",80.64826700659953,False,2,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
478,479,"[['Concorde', 'La Défense', 'Métro 1', '6:30'], ['Villejuif', 'La Courneuve', 'Métro 7', '18:30']]",Navigo Semaine,2024-11-25,,"['Cuisine', 'Lecture']","[[48.85803582719368, 2.3693221881427426], [48.86680346791945, 2.3577764006839717]]",64.65984526375412,False,3,[]
479,480,"[['Opéra', 'La Courneuve', 'Métro 7', '9:00'], ['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '17:30']]",Ticket t+,,1.0,"['Sport', 'Voyages']","[[48.84660877842362, 2.2685684621900846], [48.88520925929283, 2.269139754116979]]",32.58737993382752,False,2,[]
480,481,"[['Villejuif', ""Place d'Italie"", 'Métro 7', '16:00'], ['Châtelet', 'Gare du Nord', 'Bus 38', '19:30']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Cinéma']","[[48.8416200678171, 2.3779200234668405], [48.87364638167663, 2.347709418650084]]",106.8651633970823,False,2,[]
481,482,"[['Denfert-Rochereau', 'Gare du Nord', 'RER B', '6:30'], ['Charles de Gaulle - Étoile', 'Montparnasse', 'Métro 6', '7:00']]",Navigo Semaine,2024-11-25,,"['Sport', 'Lecture']","[[48.82579214804654, 2.3505966009732053], [48.86591500764356, 2.3249790543461133]]",19.040105256681784,False,1,[]
482,483,"[[""Place d'Italie"", 'La Courneuve', 'Métro 7', '15:30'], [""Gare d'Austerlitz"", 'Invalides', 'RER C', '7:30']]",Navigo Semaine,2024-11-25,,"['Randonnée et nature', 'Voyages']","[[48.88986218637972, 2.380495869533651], [48.886979264421385, 2.33405401028119]]",113.87480525626617,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
483,484,"[[""Place d'Italie"", 'République', 'Métro 5', '6:00'], [""Musée d'Orsay"", 'Versailles', 'RER C', '21:00']]",Ticket t+,,2.0,"['Musique', 'Voyages']","[[48.889241559986345, 2.4190768862068937], [48.86602949699639, 2.4039624254147336]]",85.9110307632273,False,5,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
484,485,"[[""Musée d'Orsay"", 'Versailles', 'RER C', '20:30'], ['République', 'Pont de Levallois', 'Métro 3', '5:30']]",Navigo Semaine,2024-11-25,,"['Sport', 'Voyages']","[[48.85406982405482, 2.3976711717316785], [48.821183559582394, 2.311432091680963]]",61.21385031862505,False,3,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
485,486,"[['Nation', 'Champs-Elysées', 'Métro 1', '6:30'], ['Châtelet', 'La Défense', 'RER A', '17:00']]",Navigo Semaine,2024-11-25,,"['Jeux vidéo', 'Lecture']","[[48.8924044938421, 2.414462670227176], [48.872632831906465, 2.412274528327275]]",87.47787707095279,False,2,[]
486,487,"[['Porte Dauphine', 'Nation', 'Métro 2', '19:00'], ['Invalides', ""Musée d'Orsay"", 'RER C', '22:30']]",Ticket t+,,2.0,"['Voyages', 'Musique']","[[48.83630348974719, 2.311107916402072], [48.81552110058286, 2.33599599240545]]",63.48690260019288,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
487,488,"[['Odéon', 'Boulogne', 'Métro 10', '18:30'], ['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '11:30']]",Ticket t+,,3.0,"['Voyages', 'Lecture']","[[48.839531830706136, 2.2533429329950003], [48.85798467020679, 2.360679423945066]]",116.53945415137218,False,4,[]
488,489,"[['Barbès', 'Porte de Clignancourt', 'Métro 4', '19:30'], ['Odéon', 'La Motte-Picquet', 'Métro 10', '10:30']]",Navigo Mois,2024-12-01,,"['Jeux vidéo', 'Voyages']","[[48.8391821181364, 2.3211280550896043], [48.88709981324801, 2.28782676296372]]",39.54247525052285,False,1,[]
489,490,"[['Pont de Levallois', 'Gambetta', 'Métro 3', '6:00'], ['Gare du Nord', 'Denfert-Rochereau', 'RER B', '22:30']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Voyages']","[[48.838262491299474, 2.3874156748717965], [48.861903419573245, 2.359574131383936]]",69.90694268757188,False,2,[]
