user_id;trajets;billettique_type;billettique_end_date;billettique_tickets_left;centres d'intérêts;lieux favoris;km de marche dans les 90 derniers jours;PMR;intérêt événements
489;[['Montparnasse', 'Barbès', 'Métro 4', '13:30'], ['Bastille', 'Bobigny', 'Métro 5', '10:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Sport'];[[48.824988749505735, 2.3334062788834737], [48.855720679132176, 2.2570381222548117]];98.93390511606226;False;5
490;[['Aéroport CDG', 'Châtelet', 'RER B', '14:30'], ['Créteil', 'Bastille', 'Métro 8', '7:30']];Navigo Mois;2024-12-01;;['Sport', 'Voyages'];[[48.854678093238114, 2.326976672689385], [48.89773472648709, 2.3906667556010928]];119.16084488961549;False;1
491;[['Bastille', 'Concorde', 'Métro 1', '8:00'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '11:00']];Ticket t+;;2.0;['Voyages', 'Art et artisanat'];[[48.827867335110284, 2.3381334838870336], [48.839398817585135, 2.2522216712405765]];118.4969052118588;False;2
492;"[[""Gare de l'Est"", 'Villejuif', 'Métro 7', '7:00'], ['Nation', 'Trocadéro', 'Métro 6', '18:30']]";Ticket t+;;3.0;['Musique', 'Sport'];[[48.86939864087614, 2.2945379997618596], [48.840946256391284, 2.3901644363549397]];107.71494908281589;False;4
493;[['Concorde', 'Bastille', 'Métro 1', '9:30'], ['Nation', 'Châtelet', 'RER A', '21:30']];Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Cuisine'];[[48.82258390406502, 2.3658844159108], [48.88630525837688, 2.34859485879189]];97.80169882579062;False;3
494;[['Barbès', 'Montparnasse', 'Métro 4', '17:30'], ['La Défense', 'Nation', 'Métro 1', '6:30']];Ticket t+;;3.0;['Cinéma', 'Musique'];[[48.852621248372394, 2.347027544565053], [48.871176800460944, 2.4097679735361694]];78.0659376299825;False;1
495;[['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '11:30'], ['Anvers', 'Charles de Gaulle - Étoile', 'Métro 2', '8:30']];Ticket t+;;0.0;['Jeux vidéo', 'Musique'];[[48.8381348828913, 2.374316637604668], [48.82837232526359, 2.3394328936349607]];37.713628597447546;True;3
496;"[[""Gare de l'Est"", 'Opéra', 'Métro 7', '7:00'], [""Porte d'Orléans"", 'Châtelet', 'Bus 38', '12:00']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.81535631927435, 2.2532254206803093], [48.856627692162746, 2.389139340944554]];89.71318633782145;False;5
497;[['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '7:00'], ['Châtelet', 'Robinson', 'RER B', '16:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.850295934804, 2.357654304110721], [48.88325749636772, 2.408032258888714]];128.69596082054423;False;5
498;[['Robinson', 'Denfert-Rochereau', 'RER B', '22:00'], ['Mairie de Montreuil', 'Trocadéro', 'Métro 9', '22:30']];Ticket t+;;3.0;['Musique', 'Randonnée et nature'];[[48.812973105670004, 2.2972157392449444], [48.878707413994, 2.3526013436181965]];97.03501853023174;False;5
499;"[[""Musée d'Orsay"", ""Gare d'Austerlitz"", 'RER C', '22:30'], ['République', 'Gambetta', 'Métro 3', '14:30']]";Ticket t+;;0.0;['Musique', 'Jeux vidéo'];[[48.882627636574476, 2.2785847905601235], [48.871207513571825, 2.3858215320718372]];110.08513227350417;False;1
500;[['Opéra', 'Pont de Levallois', 'Métro 3', '8:30'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '14:30']];Navigo Semaine;2024-11-25;;['Sport', 'Randonnée et nature'];[[48.894378688918806, 2.3796822533839594], [48.826168141532825, 2.369451277979381]];42.36179651477256;False;3
501;[['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '15:00'], ['Aéroport CDG', 'Châtelet', 'RER B', '9:30']];Ticket t+;;1.0;['Cinéma', 'Voyages'];[[48.838440615394106, 2.417890575874394], [48.820333713805255, 2.2519341504199164]];122.72221721950517;False;3
502;[['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '8:00'], ['Boulogne', 'La Motte-Picquet', 'Métro 10', '19:30']];Navigo Semaine;2024-11-25;;['Lecture', 'Randonnée et nature'];[[48.827911159301, 2.2866368278106326], [48.81020039475069, 2.349998766335617]];27.80559248667497;False;2
503;[['La Défense', 'Nation', 'RER A', '10:30'], ['Charles de Gaulle - Étoile', 'Châtelet', 'RER A', '17:30']];Navigo Semaine;2024-11-25;;['Musique', 'Cuisine'];[[48.81450313121484, 2.2516821684157686], [48.83397194093675, 2.3250545522138]];133.7984760600141;False;2
504;"[['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '22:30'], ['Charles de Gaulle - Étoile', 'Nation', 'RER A', '11:00']]";Navigo Mois;2024-12-01;;['Musique', 'Art et artisanat'];[[48.85867576431085, 2.349283404125655], [48.8758659968367, 2.3419934129899054]];24.352919159893364;False;5
505;"[['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '6:00'], [""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '22:00']]";Navigo Semaine;2024-11-25;;['Sport', 'Lecture'];[[48.88762169604428, 2.2579529242489493], [48.819452564091186, 2.3246330451424106]];43.717730667941936;False;5
506;"[['République', ""Chaussée d'Antin"", 'Métro 9', '18:00'], [""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '18:00']]";Navigo Mois;2024-12-01;;['Musique', 'Voyages'];[[48.830106629667945, 2.407792397645715], [48.878885700631876, 2.415915609217015]];38.97034225721393;False;4
507;"[['Pont de Sèvres', ""Chaussée d'Antin"", 'Métro 9', '18:30'], ['Châtelet', 'Luxembourg', 'Bus 38', '14:00']]";Ticket t+;;0.0;['Sport', 'Musique'];[[48.89644203326629, 2.26316311613152], [48.81569194972147, 2.299108685499666]];49.828779031465984;False;4
508;"[[""Chaussée d'Antin"", 'Mairie de Montreuil', 'Métro 9', '16:30'], ['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '19:00']]";Navigo Mois;2024-12-01;;['Voyages', 'Cuisine'];[[48.86987930305867, 2.254846333282555], [48.891681175773535, 2.2512452962833907]];121.74882792659997;False;5
509;[['République', 'Saint-Lazare', 'Métro 3', '21:00'], ['Gambetta', 'Pont de Levallois', 'Métro 3', '22:30']];Ticket t+;;0.0;['Sport', 'Cuisine'];[[48.87216746819572, 2.309483942818291], [48.89224337921529, 2.311040455803948]];5.0;False;5
510;[['Porte de Clignancourt', 'Châtelet', 'Métro 4', '6:30'], ['Anvers', 'Charles de Gaulle - Étoile', 'Métro 2', '10:00']];Navigo Semaine;2024-11-25;;['Lecture', 'Randonnée et nature'];[[48.878722403022735, 2.2882350453239213], [48.885366297161305, 2.3553428336596265]];25.70043043354178;False;5
511;[['Charles de Gaulle - Étoile', 'Montparnasse', 'Métro 6', '13:00'], ['Anvers', 'Nation', 'Métro 2', '7:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Technologie et gadgets'];[[48.88535229604876, 2.3086889721239165], [48.87064454335093, 2.3699111616102213]];144.67160473798003;False;4
512;[['Invalides', 'Versailles', 'RER C', '14:30'], ['Châtelet', 'Porte de Clignancourt', 'Métro 4', '8:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Cuisine'];[[48.884533825934064, 2.4119832680233295], [48.842892049208125, 2.35512724588989]];150.4648705117438;False;4
513;[['Champs-Elysées', 'Concorde', 'Métro 1', '17:30'], ['Opéra', 'Balard', 'Métro 8', '22:00']];Ticket t+;;1.0;['Voyages', 'Jeux vidéo'];[[48.85763439054491, 2.3978270784020235], [48.892555054453524, 2.2717777021068377]];72.40045508753165;False;2
514;"[['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '20:00'], [""Place d'Italie"", 'Bobigny', 'Métro 5', '8:30']]";Navigo Mois;2024-12-01;;['Art et artisanat', 'Musique'];[[48.83525454202676, 2.3663252657547247], [48.89035356385847, 2.3756709856202405]];25.800360110183554;False;1
515;[['Châtelet', 'Denfert-Rochereau', 'RER B', '18:00'], ['Nation', 'Charles de Gaulle - Étoile', 'RER A', '11:00']];Navigo Semaine;2024-11-25;;['Musique', 'Voyages'];[[48.85975663524033, 2.311435086901612], [48.8565061349817, 2.298683881954314]];68.0459310760764;False;3
516;[['Barbès', 'Porte de Clignancourt', 'Métro 4', '19:30'], ['République', 'Bobigny', 'Métro 5', '21:30']];Navigo Semaine;2024-11-25;;['Technologie et gadgets', 'Musique'];[[48.87085937820134, 2.292463162714037], [48.85142621663279, 2.3841358538152777]];104.59041575732905;False;5
517;"[['Invalides', ""Musée d'Orsay"", 'RER C', '21:00'], ['Gambetta', 'Saint-Lazare', 'Métro 3', '19:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Jeux vidéo'];[[48.85947149191001, 2.4150280973664247], [48.88696479040924, 2.2786772414475966]];30.60320225619937;False;1
518;[['Pont de Levallois', 'Opéra', 'Métro 3', '12:30'], ['Invalides', 'Versailles', 'RER C', '8:00']];Navigo Mois;2024-12-01;;['Sport', 'Cinéma'];[[48.88093477582956, 2.2756796179002943], [48.88961601249947, 2.3146624196785774]];102.48703146228526;False;3
519;"[[""Gare d'Austerlitz"", 'Invalides', 'RER C', '8:30'], ['Nation', 'Châtelet', 'RER A', '7:00']]";Navigo Mois;2024-12-01;;['Voyages', 'Musique'];[[48.899815969476386, 2.4176558900353298], [48.845971932831816, 2.2500645231781893]];96.1972912393685;False;3
520;"[['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '14:30'], ['Bastille', 'Créteil', 'Métro 8', '7:30']]";Navigo Semaine;2024-11-25;;['Art et artisanat', 'Cuisine'];[[48.83148930157121, 2.316113523790355], [48.89952472755572, 2.3966019317838585]];117.16645711893541;False;4
521;[['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '13:00'], ['Boulogne', 'La Motte-Picquet', 'Métro 10', '21:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.82768563072504, 2.4088976227944365], [48.87551611573585, 2.393827743627359]];81.83933202186725;False;3
522;"[['Invalides', ""Musée d'Orsay"", 'RER C', '6:30'], ['La Défense', 'Nation', 'RER A', '8:30']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.841817904154624, 2.364587180541236], [48.84253877361199, 2.2528734379789115]];116.33241068135295;False;5
523;"[['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '22:30'], ['Créteil', 'Balard', 'Métro 8', '12:00']]";Navigo Semaine;2024-11-25;;['Sport', 'Lecture'];[[48.89964205344803, 2.313876041372653], [48.853312081139514, 2.335550877681204]];97.387640268643;False;3
524;[['Créteil', 'Balard', 'Métro 8', '20:00'], ['Gare du Nord', 'Bastille', 'Métro 5', '13:30']];Ticket t+;;2.0;['Sport', 'Jeux vidéo'];[[48.83371915953425, 2.255007364172028], [48.87565841668984, 2.3660571752389172]];126.32359548256026;False;4
525;[['Gambetta', 'Pont de Levallois', 'Métro 3', '20:00'], ['Mairie de Montrouge', 'Barbès', 'Métro 4', '17:30']];Navigo Mois;2024-12-01;;['Lecture', 'Jeux vidéo'];[[48.854098409189504, 2.3280140949824983], [48.8173172734409, 2.4140402398714613]];14.545006578584134;False;2
526;"[['Trocadéro', 'République', 'Métro 9', '21:00'], [""Gare d'Austerlitz"", ""Musée d'Orsay"", 'RER C', '10:30']]";Navigo Mois;2024-12-01;;['Voyages', 'Musique'];[[48.85289897043166, 2.307902948228042], [48.845053057896855, 2.344209330552305]];151.53998614702326;False;3
527;"[[""Musée d'Orsay"", 'Invalides', 'RER C', '18:00'], ['Anvers', 'Nation', 'Métro 2', '7:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Technologie et gadgets'];[[48.849518660449434, 2.3321545608082954], [48.89918252583341, 2.382036379377113]];76.8775395985551;False;5
528;"[['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '9:00'], ['Versailles', ""Gare d'Austerlitz"", 'RER C', '18:00']]";Ticket t+;;3.0;['Sport', 'Voyages'];[[48.86558409490776, 2.3739899894492495], [48.82463594693505, 2.305133206025416]];31.71871688044674;False;1
529;"[[""Gare d'Austerlitz"", 'Versailles', 'RER C', '19:30'], ['Saint-Lazare', 'République', 'Métro 3', '14:00']]";Ticket t+;;0.0;['Cuisine', 'Lecture'];[[48.874716647466215, 2.3665175541233316], [48.837813281128376, 2.391588396929345]];81.99761275679118;False;5
530;[['Concorde', 'Nation', 'Métro 1', '16:00'], ['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '9:30']];Ticket t+;;0.0;['Cuisine', 'Voyages'];[[48.84958595872763, 2.3401180511181425], [48.82242180299256, 2.371508255814879]];101.52037896542244;False;3
531;"[[""Porte d'Orléans"", 'Châtelet', 'Bus 38', '7:00'], ['Trocadéro', 'Montparnasse', 'Métro 6', '22:30']]";Ticket t+;;1.0;['Musique', 'Sport'];[[48.82502629741381, 2.3008443450278957], [48.81522319359604, 2.3834871826257626]];71.27512058822508;False;5
532;[['Pont de Levallois', 'Opéra', 'Métro 3', '22:00'], ['Versailles', 'Invalides', 'RER C', '7:30']];Navigo Mois;2024-12-01;;['Sport', 'Cinéma'];[[48.879260148411646, 2.300749927937981], [48.810603229627624, 2.4169846437726914]];27.948368026945815;False;4
533;[['Châtelet', 'Mairie de Montrouge', 'Métro 4', '5:30'], ['Anvers', 'Porte Dauphine', 'Métro 2', '16:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.895105023253336, 2.3691802758452623], [48.81191095828884, 2.3818822461388622]];23.786535629385714;False;2
534;[['Opéra', 'Invalides', 'Métro 8', '10:30'], ['La Défense', 'Nation', 'Métro 1', '13:30']];Navigo Mois;2024-12-01;;['Sport', 'Musique'];[[48.88640220418654, 2.25477361523716], [48.87752579590912, 2.2817979430788844]];60.57951009265465;False;1
535;"[[""Porte d'Orléans"", 'Luxembourg', 'Bus 38', '20:00'], ['Robinson', 'Denfert-Rochereau', 'RER B', '16:30']]";Navigo Mois;2024-12-01;;['Musique', 'Voyages'];[[48.87926108537042, 2.3256673105664483], [48.82076804322984, 2.315585057468904]];103.32670807722789;False;2
536;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '8:30'], ['Gare du Nord', 'Robinson', 'RER B', '18:00']]";Ticket t+;;1.0;['Cinéma', 'Voyages'];[[48.88011663462627, 2.258894318525094], [48.87287820092985, 2.303304367604227]];64.8573522735408;False;4
537;[['Balard', 'Bastille', 'Métro 8', '11:30'], ['La Défense', 'Nation', 'RER A', '19:30']];Navigo Semaine;2024-11-25;;['Technologie et gadgets', 'Cinéma'];[[48.86728762470363, 2.3656704691710444], [48.816221825184655, 2.255920802570692]];50.28943682023939;False;3
538;"[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '12:00'], ['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '11:00']]";Ticket t+;;0.0;['Technologie et gadgets', 'Lecture'];[[48.884703850285895, 2.3099600062735286], [48.810733205864146, 2.3639916533760914]];21.966766039910297;False;2
539;[['Champs-Elysées', 'Nation', 'Métro 1', '21:00'], ['Pont de Sèvres', 'République', 'Métro 9', '11:00']];Navigo Mois;2024-12-01;;['Voyages', 'Cuisine'];[[48.8281526333347, 2.3959828638577734], [48.89839189582708, 2.3597205590660844]];82.18053461463545;False;3
540;[['Trocadéro', 'Nation', 'Métro 6', '12:00'], ['La Défense', 'Marne-la-Vallée', 'RER A', '5:00']];Navigo Mois;2024-12-01;;['Voyages', 'Musique'];[[48.84884406165461, 2.4009159986602358], [48.89037967282117, 2.3369141729700846]];20.20816527223424;False;5
541;"[['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '11:00'], [""Place d'Italie"", ""Gare de l'Est"", 'Métro 7', '6:30']]";Navigo Mois;2024-12-01;;['Cuisine', 'Voyages'];[[48.8980340561173, 2.375435673471931], [48.83883841788792, 2.3797487567639135]];29.823747893289166;False;4
542;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '13:00'], ['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '16:30']]";Ticket t+;;0.0;['Art et artisanat', 'Voyages'];[[48.88762916591688, 2.276057150737534], [48.86815676291934, 2.4012571885887395]];125.5447327953518;False;2
543;"[['Invalides', 'Balard', 'Métro 8', '7:00'], [""Gare d'Austerlitz"", 'Versailles', 'RER C', '21:30']]";Ticket t+;;2.0;['Voyages', 'Lecture'];[[48.86345635410033, 2.3579162119032557], [48.83882366487295, 2.256792774173698]];78.82610586599351;False;5
544;[['République', 'Bastille', 'Métro 5', '19:30'], ['République', 'Mairie de Montreuil', 'Métro 9', '9:00']];Navigo Mois;2024-12-01;;['Cinéma', 'Sport'];[[48.86202043585061, 2.256391423037496], [48.83179059864717, 2.2901150924948745]];26.713383217649557;False;3
545;"[['Denfert-Rochereau', 'Châtelet', 'RER B', '22:00'], ['Gare du Nord', ""Place d'Italie"", 'Métro 5', '11:00']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.881824561278094, 2.3480770630435743], [48.88383831181072, 2.3317080006075757]];89.68293846397191;False;3
546;[['Bobigny', 'Gare du Nord', 'Métro 5', '6:30'], ['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '8:00']];Navigo Semaine;2024-11-25;;['Cuisine', 'Sport'];[[48.89488484182717, 2.3971670360755075], [48.830346739296765, 2.3262596000929276]];75.67606097114003;False;1
547;[['Mairie de Montreuil', 'Pont de Sèvres', 'Métro 9', '20:30'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '8:00']];Ticket t+;;3.0;['Lecture', 'Cinéma'];[[48.89969387162727, 2.391551084026687], [48.82716320989751, 2.265313162837286]];53.98212779906642;False;4
548;[['Luxembourg', 'Gare du Nord', 'Bus 38', '13:30'], ['Nation', 'Charles de Gaulle - Étoile', 'RER A', '18:30']];Ticket t+;;2.0;['Jeux vidéo', 'Musique'];[[48.882505199806076, 2.2864591478557803], [48.873928056911055, 2.32673247253485]];114.26688190625335;False;4
549;"[['Bastille', 'Opéra', 'Métro 8', '17:30'], [""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '20:30']]";Ticket t+;;2.0;['Voyages', 'Musique'];[[48.844103015113035, 2.2557209535577587], [48.89364585048303, 2.283860431170721]];18.384215853569735;False;2
550;[['Denfert-Rochereau', 'Gare du Nord', 'RER B', '9:00'], ['Boulogne', 'La Motte-Picquet', 'Métro 10', '18:00']];Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.833372767069676, 2.2846817595412463], [48.86751621751462, 2.413280020657788]];5.95595997401297;False;5
551;[['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '17:30'], ['Mairie de Montrouge', 'Barbès', 'Métro 4', '15:00']];Navigo Semaine;2024-11-25;;['Art et artisanat', 'Technologie et gadgets'];[[48.839458248028514, 2.370423056154218], [48.88085203581537, 2.31198800518058]];11.595508629687082;False;1
552;"[['Boulogne', ""Gare d'Austerlitz"", 'Métro 10', '10:00'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '19:00']]";Ticket t+;;2.0;['Cuisine', 'Lecture'];[[48.86019223817569, 2.3237975303794554], [48.83195126125425, 2.39512333699878]];145.10189216049042;False;4
553;"[['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '18:30'], ['Saint-Lazare', 'Gambetta', 'Métro 3', '5:00']]";Navigo Mois;2024-12-01;;['Jeux vidéo', 'Cinéma'];[[48.86129049925641, 2.3225785175438243], [48.83432194776547, 2.366653664057512]];98.05078939473158;True;4
554;[['Concorde', 'Nation', 'Métro 1', '10:30'], ['Concorde', 'Nation', 'Métro 1', '12:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.89608549393984, 2.3490479516302454], [48.87331858617413, 2.332293250568891]];77.3230088217809;False;3
555;[['Versailles', 'Invalides', 'RER C', '19:00'], ['Trocadéro', 'République', 'Métro 9', '22:30']];Ticket t+;;3.0;['Musique', 'Sport'];[[48.84492911595798, 2.3455416422222517], [48.821817381019734, 2.418342054247628]];38.62363205854949;False;2
556;[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '7:30'], ['Créteil', 'Invalides', 'Métro 8', '17:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Randonnée et nature'];[[48.81004014574603, 2.3656054609223913], [48.88725218255016, 2.2868919749891963]];30.01275880416413;False;1
557;"[[""Chaussée d'Antin"", 'République', 'Métro 9', '21:30'], ['Champs-Elysées', 'La Défense', 'Métro 1', '19:30']]";Ticket t+;;0.0;['Cinéma', 'Art et artisanat'];[[48.89461627261355, 2.3895611138280577], [48.83812080088121, 2.2618429620950034]];25.83444983562065;False;4
558;"[['République', ""Place d'Italie"", 'Métro 5', '7:30'], ['Bobigny', 'Gare du Nord', 'Métro 5', '22:00']]";Navigo Semaine;2024-11-25;;['Musique', 'Lecture'];[[48.81986026952992, 2.2985105985747434], [48.847956784966776, 2.402563408999084]];80.27504420723507;False;3
559;[['Gare du Nord', 'Châtelet', 'Bus 38', '17:30'], ['Montparnasse', 'Nation', 'Métro 6', '7:30']];Ticket t+;;0.0;['Jeux vidéo', 'Lecture'];[[48.8792713687118, 2.3100572745082184], [48.860864371950704, 2.3041487049476608]];77.8732499090439;False;2
560;"[['Invalides', ""Gare d'Austerlitz"", 'RER C', '5:30'], ['La Courneuve', ""Gare de l'Est"", 'Métro 7', '18:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.8594583652195, 2.261835030942958], [48.87165008051812, 2.3269860796373525]];94.87039797722073;False;2
561;"[[""Gare d'Austerlitz"", 'La Motte-Picquet', 'Métro 10', '19:00'], [""Porte d'Orléans"", 'Gare du Nord', 'Bus 38', '19:00']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.817594501211666, 2.317950832988935], [48.89360303733342, 2.260201236168167]];65.44764243203625;False;2
562;"[['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '15:00'], ['Boulogne', ""Gare d'Austerlitz"", 'Métro 10', '14:00']]";Navigo Semaine;2024-11-25;;['Technologie et gadgets', 'Randonnée et nature'];[[48.814308094665606, 2.3014701981154495], [48.89079635641366, 2.3204119042737763]];123.73675390300794;False;1
563;"[[""Chaussée d'Antin"", 'Mairie de Montreuil', 'Métro 9', '11:30'], ['République', 'Gare du Nord', 'Métro 5', '5:00']]";Navigo Mois;2024-12-01;;['Randonnée et nature', 'Sport'];[[48.88820604060072, 2.328286950373734], [48.85125408394952, 2.260171040624477]];28.277173810922953;False;4
564;[['Aéroport CDG', 'Châtelet', 'RER B', '18:00'], ['La Motte-Picquet', 'Odéon', 'Métro 10', '15:30']];Navigo Semaine;2024-11-25;;['Musique', 'Cinéma'];[[48.88751804519586, 2.4065221505793066], [48.853052133673316, 2.329385369548246]];5.434773199997846;False;1
565;[['Barbès', 'Porte de Clignancourt', 'Métro 4', '5:00'], ['Bobigny', 'République', 'Métro 5', '22:30']];Navigo Mois;2024-12-01;;['Musique', 'Voyages'];[[48.882483200716386, 2.332970089720557], [48.816589784379794, 2.379544795595108]];100.55523529958796;False;4
566;"[['Mairie de Montreuil', ""Chaussée d'Antin"", 'Métro 9', '13:30'], [""Musée d'Orsay"", 'Invalides', 'RER C', '22:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.87433643880806, 2.3046824808913504], [48.86958209561815, 2.316818818808915]];36.92845254384767;False;5
567;[['Boulogne', 'Odéon', 'Métro 10', '5:30'], ['Châtelet', 'Luxembourg', 'Bus 38', '18:30']];Navigo Mois;2024-12-01;;['Voyages', 'Cinéma'];[[48.81895576612073, 2.3111440997656025], [48.88312231451626, 2.388694059027568]];115.84356765858523;False;3
568;"[['Nation', 'Anvers', 'Métro 2', '19:00'], ['Versailles', ""Musée d'Orsay"", 'RER C', '9:30']]";Ticket t+;;4.0;['Cuisine', 'Voyages'];[[48.81288254073013, 2.4097503875822746], [48.87477205784177, 2.377747351011116]];25.826647877870336;False;1
569;[['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '18:00'], ['Aéroport CDG', 'Denfert-Rochereau', 'RER B', '16:30']];Navigo Semaine;2024-11-25;;['Sport', 'Lecture'];[[48.87581202085275, 2.4183766582749446], [48.81958257986649, 2.3278776999560424]];110.35285041727828;False;1
570;[['Mairie de Montrouge', 'Montparnasse', 'Métro 4', '13:30'], ['Odéon', 'Boulogne', 'Métro 10', '20:00']];Navigo Mois;2024-12-01;;['Cinéma', 'Voyages'];[[48.89490648714988, 2.321834942201822], [48.89658228219624, 2.3479005336909973]];89.40699716240465;False;4
571;"[['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '14:30'], [""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '18:00']]";Navigo Mois;2024-12-01;;['Sport', 'Cinéma'];[[48.849238802770365, 2.3250115076472424], [48.87645010440718, 2.3426041708330625]];34.647966635119545;False;5
572;"[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '15:30'], [""Gare de l'Est"", 'Villejuif', 'Métro 7', '18:00']]";Navigo Mois;2024-12-01;;['Jeux vidéo', 'Lecture'];[[48.870540235987704, 2.385631573502514], [48.85716710699066, 2.3747535766415817]];78.41197436131007;False;1
573;[['Montparnasse', 'Châtelet', 'Métro 4', '16:00'], ['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '10:30']];Ticket t+;;0.0;['Voyages', 'Musique'];[[48.83661756488499, 2.3186573400775945], [48.89039536874149, 2.383044546837657]];33.80866014336789;False;3
574;[['La Motte-Picquet', 'Odéon', 'Métro 10', '8:00'], ['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '8:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.82195834410324, 2.2960287912501482], [48.88974448503617, 2.382276354130536]];121.04354260134117;False;5
575;"[['Charles de Gaulle - Étoile', 'Nation', 'RER A', '6:30'], ['La Courneuve', ""Place d'Italie"", 'Métro 7', '17:00']]";Ticket t+;;0.0;['Musique', 'Sport'];[[48.85559632033127, 2.3902681018287333], [48.896791225377484, 2.4011157639483978]];39.45786953733703;False;3
576;"[['Opéra', 'Gambetta', 'Métro 3', '16:00'], ['Opéra', ""Gare de l'Est"", 'Métro 7', '19:00']]";Navigo Mois;2024-12-01;;['Lecture', 'Art et artisanat'];[[48.84687322699922, 2.27356093867272], [48.86002033504219, 2.3075803642760206]];33.30505933756397;False;4
577;[['Mairie de Montrouge', 'Barbès', 'Métro 4', '19:30'], ['Charles de Gaulle - Étoile', 'Châtelet', 'RER A', '15:30']];Navigo Mois;2024-12-01;;['Art et artisanat', 'Musique'];[[48.83341994294109, 2.3749026824460118], [48.880513804550155, 2.3036604886577625]];138.90193425129496;False;4
578;[['Concorde', 'Bastille', 'Métro 1', '17:30'], ['Nation', 'Trocadéro', 'Métro 6', '7:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Jeux vidéo'];[[48.87830687606541, 2.3989773015693587], [48.87476209100439, 2.409728549081885]];84.77920832489721;False;1
579;[['Porte de Clignancourt', 'Montparnasse', 'Métro 4', '20:30'], ['Balard', 'Opéra', 'Métro 8', '10:00']];Ticket t+;;0.0;['Jeux vidéo', 'Sport'];[[48.890429192364095, 2.256655532933365], [48.85660357829926, 2.279414517808224]];39.903260258126025;False;2
580;[['Aéroport CDG', 'Robinson', 'RER B', '9:00'], ['Villejuif', 'Opéra', 'Métro 7', '12:00']];Navigo Semaine;2024-11-25;;['Lecture', 'Jeux vidéo'];[[48.89302689746141, 2.3821912379168864], [48.858173076408384, 2.2521192902265263]];106.85935539831819;False;5
